,Unnamed: 0,datetime,open,high,low,close,Date,Time,Trix_1,Trix_shift_1,day_h,day_l,day_m,trix1,b&s,@price
0,20170419142107,2017-04-19 14:21:07,1287.3,1287.7,1287.2,1287.3,20170419,142107,0.0,,1287.7,1287.2,1287.45,0.0,0,0.0
1,20170419143005,2017-04-19 14:30:05,1287.2,1287.4,1287.0,1287.4,20170419,143005,7.768197001486555e-05,0.0,1287.7,1287.0,1287.35,7.768197001486555e-05,0,0.0
2,20170419143620,2017-04-19 14:36:20,1287.4,1287.6,1286.9,1287.4,20170419,143620,0.0,7.768197001486555e-05,1287.7,1286.9,1287.3000000000002,0.0,0,0.0
3,20170419144221,2017-04-19 14:42:21,1287.4,1287.9,1286.9,1287.0,20170419,144221,-0.0003107037439801856,0.0,1287.9,1286.9,1287.4,-0.0003107037439801856,sell,1287.0
4,20170419144430,2017-04-19 14:44:30,1287.0,1287.0,1286.3,1286.6,20170419,144430,-0.0003108003108003815,-0.0003107037439801856,1287.9,1286.3,1287.1,-0.0003108003108003815,0,0.0
5,20170419144650,2017-04-19 14:46:50,1286.6,1286.7,1286.3,1286.4,20170419,144650,-0.00015544846883244062,-0.0003108003108003815,1287.9,1286.3,1287.1,-0.00015544846883244062,0,0.0
6,20170419145205,2017-04-19 14:52:05,1286.4,1286.7,1286.3,1286.7,20170419,145205,0.00023320895522384522,-0.00015544846883244062,1287.9,1286.3,1287.1,0.00023320895522384522,0,0.0
7,20170419145836,2017-04-19 14:58:36,1286.7,1286.9,1286.3,1286.8,20170419,145836,7.771819382910472e-05,0.00023320895522384522,1287.9,1286.3,1287.1,7.771819382910472e-05,0,0.0
8,20170419150444,2017-04-19 15:04:44,1286.8,1287.0,1286.4,1286.4,20170419,150444,-0.0003108486167235496,7.771819382910472e-05,1287.9,1286.3,1287.1,-0.0003108486167235496,0,0.0
9,20170419151241,2017-04-19 15:12:41,1286.4,1286.6,1285.1,1285.3,20170419,151241,-0.0008550995024876681,-0.0003108486167235496,1287.9,1285.1,1286.5,-0.0008550995024876681,0,0.0
10,20170419151336,2017-04-19 15:13:36,1285.3,1286.6,1285.1,1286.2,20170419,151336,0.000700225628258065,-0.0008550995024876681,1287.9,1285.1,1286.5,0.000700225628258065,0,0.0
11,20170419151524,2017-04-19 15:15:24,1286.3,1286.4,1285.7,1286.1,20170419,151524,-7.774840615777983e-05,0.000700225628258065,1287.9,1285.1,1286.5,-7.774840615777983e-05,0,0.0
12,20170419152105,2017-04-19 15:21:05,1286.1,1286.2,1285.4,1285.8,20170419,152105,-0.0002332633543269999,-7.774840615777983e-05,1287.9,1285.1,1286.5,-0.0002332633543269999,0,0.0
13,20170419152752,2017-04-19 15:27:52,1285.8,1286.4,1285.6,1286.3,20170419,152752,0.0003888629646912428,-0.0002332633543269999,1287.9,1285.1,1286.5,0.0003888629646912428,0,0.0
14,20170419153505,2017-04-19 15:35:05,1286.3,1286.3,1285.6,1286.0,20170419,153505,-0.0002332270854388203,0.0003888629646912428,1287.9,1285.1,1286.5,-0.0002332270854388203,0,0.0
15,20170419154420,2017-04-19 15:44:20,1286.1,1286.9,1286.0,1286.7,20170419,154420,0.0005443234836703309,-0.0002332270854388203,1287.9,1285.1,1286.5,0.0005443234836703309,0,0.0
16,20170419155051,2017-04-19 15:50:51,1286.7,1286.9,1286.4,1286.5,20170419,155051,-0.00015543638765838617,0.0005443234836703309,1287.9,1285.1,1286.5,-0.00015543638765838617,0,0.0
17,20170419155926,2017-04-19 15:59:26,1286.5,1286.7,1286.1,1286.3,20170419,155926,-0.00015546055188499455,-0.00015543638765838617,1287.9,1285.1,1286.5,-0.00015546055188499455,0,0.0
18,20170419160330,2017-04-19 16:03:30,1286.2,1286.6,1285.9,1286.1,20170419,160330,-0.00015548472362593912,-0.00015546055188499455,1287.9,1285.1,1286.5,-0.00015548472362593912,0,0.0
19,20170419160701,2017-04-19 16:07:01,1286.0,1286.5,1285.9,1286.0,20170419,160701,-7.775445144227437e-05,-0.00015548472362593912,1287.9,1285.1,1286.5,-7.775445144227437e-05,0,0.0
20,20170419161317,2017-04-19 16:13:17,1286.1,1286.5,1285.8,1285.8,20170419,161317,-0.0001555209953344055,-7.775445144227437e-05,1287.9,1285.1,1286.5,-0.0001555209953344055,0,0.0
21,20170419161944,2017-04-19 16:19:44,1285.8,1286.5,1285.7,1286.4,20170419,161944,0.00046663555762959747,-0.0001555209953344055,1287.9,1285.1,1286.5,0.00046663555762959747,0,0.0
22,20170419162933,2017-04-19 16:29:33,1286.4,1286.6,1285.9,1286.5,20170419,162933,7.77363184078895e-05,0.00046663555762959747,1287.9,1285.1,1286.5,7.77363184078895e-05,0,0.0
23,20170419163738,2017-04-19 16:37:38,1286.5,1287.2,1286.4,1286.9,20170419,163738,0.0003109211037699891,7.77363184078895e-05,1287.9,1285.1,1286.5,0.0003109211037699891,0,0.0
24,20170419164224,2017-04-19 16:42:24,1286.9,1287.0,1286.5,1286.6,20170419,164224,-0.0002331183464140041,0.0003109211037699891,1287.9,1285.1,1286.5,-0.0002331183464140041,0,0.0
25,20170419165152,2017-04-19 16:51:52,1286.6,1286.8,1286.3,1286.4,20170419,165152,-0.00015544846883244062,-0.0002331183464140041,1287.9,1285.1,1286.5,-0.00015544846883244062,0,0.0
26,20170419170518,2017-04-19 17:05:18,1286.4,1286.5,1286.1,1286.4,20170419,170518,0.0,-0.00015544846883244062,1287.9,1285.1,1286.5,0.0,0,0.0
27,20170419171714,2017-04-19 17:17:14,1286.4,1286.5,1285.5,1285.9,20170419,171714,-0.00038868159203980096,0.0,1287.9,1285.1,1286.5,-0.00038868159203980096,0,0.0
28,20170419172257,2017-04-19 17:22:57,1285.9,1285.9,1284.5,1284.7,20170419,172257,-0.0009331985379889924,-0.00038868159203980096,1287.9,1284.5,1286.2,-0.0009331985379889924,0,0.0
29,20170419172446,2017-04-19 17:24:46,1284.7,1284.8,1284.3,1284.5,20170419,172446,-0.0001556783684907336,-0.0009331985379889924,1287.9,1284.3,1286.1,-0.0001556783684907336,0,0.0
30,20170419172451,2017-04-19 17:24:51,1284.5,1284.5,1284.1,1284.4,20170419,172451,-7.785130400927135e-05,-0.0001556783684907336,1287.9,1284.1,1286.0,-7.785130400927135e-05,0,0.0
31,20170419172544,2017-04-19 17:25:44,1284.5,1284.7,1284.2,1284.2,20170419,172544,-0.00015571473061355142,-7.785130400927135e-05,1287.9,1284.1,1286.0,-0.00015571473061355142,0,0.0
32,20170419172939,2017-04-19 17:29:39,1284.3,1284.5,1284.1,1284.4,20170419,172939,0.0001557389814670966,-0.00015571473061355142,1287.9,1284.1,1286.0,0.0001557389814670966,0,0.0
33,20170419173422,2017-04-19 17:34:22,1284.3,1284.7,1283.9,1283.9,20170419,173422,-0.00038928682653379006,0.0001557389814670966,1287.9,1283.9,1285.9,-0.00038928682653379006,0,0.0
34,20170419174203,2017-04-19 17:42:03,1283.9,1284.0,1283.4,1283.6,20170419,174203,-0.00023366305787069232,-0.00038928682653379006,1287.9,1283.4,1285.65,-0.00023366305787069232,0,0.0
35,20170419174526,2017-04-19 17:45:26,1283.7,1284.7,1283.7,1284.4,20170419,174526,0.0006232471174822234,-0.00023366305787069232,1287.9,1283.4,1285.65,0.0006232471174822234,0,0.0
36,20170419175154,2017-04-19 17:51:54,1284.4,1284.9,1284.3,1284.6,20170419,175154,0.0001557147306133744,0.0006232471174822234,1287.9,1283.4,1285.65,0.0001557147306133744,0,0.0
37,20170419180023,2017-04-19 18:00:23,1284.6,1284.7,1284.2,1284.4,20170419,180023,-0.0001556904873110837,0.0001557147306133744,1287.9,1283.4,1285.65,-0.0001556904873110837,0,0.0
38,20170419180651,2017-04-19 18:06:51,1284.4,1284.5,1284.0,1284.2,20170419,180651,-0.00015571473061355142,-0.0001556904873110837,1287.9,1283.4,1285.65,-0.00015571473061355142,0,0.0
39,20170419181226,2017-04-19 18:12:26,1284.3,1284.5,1283.7,1283.7,20170419,181226,-0.000389347453667653,-0.00015571473061355142,1287.9,1283.4,1285.65,-0.000389347453667653,0,0.0
40,20170419182045,2017-04-19 18:20:45,1283.7,1284.1,1283.4,1283.9,20170419,182045,0.0001557996416608596,-0.000389347453667653,1287.9,1283.4,1285.65,0.0001557996416608596,0,0.0
41,20170419183017,2017-04-19 18:30:17,1283.8,1284.1,1283.5,1283.5,20170419,183017,-0.0003115507438274717,0.0001557996416608596,1287.9,1283.4,1285.65,-0.0003115507438274717,0,0.0
42,20170419183727,2017-04-19 18:37:27,1283.5,1283.8,1282.6,1282.7,20170419,183727,-0.0006232956758862132,-0.0003115507438274717,1287.9,1282.6,1285.25,-0.0006232956758862132,0,0.0
43,20170419183811,2017-04-19 18:38:11,1282.6,1283.4,1282.5,1283.2,20170419,183811,0.0003898027598035394,-0.0006232956758862132,1287.9,1282.5,1285.2,0.0003898027598035394,0,0.0
44,20170419184129,2017-04-19 18:41:29,1283.2,1284.2,1283.0,1283.8,20170419,184129,0.0004675810473814752,0.0003898027598035394,1287.9,1282.5,1285.2,0.0004675810473814752,0,0.0
45,20170419185012,2017-04-19 18:50:12,1283.8,1284.0,1283.3,1283.4,20170419,185012,-0.00031157501168395667,0.0004675810473814752,1287.9,1282.5,1285.2,-0.00031157501168395667,0,0.0
