,datetime,open,high,low,close
20170419181226,2017-04-19 18:12:26,1284.3,1284.5,1283.7,1283.7
20170419182045,2017-04-19 18:20:45,1283.7,1284.1,1283.4,1283.9
20170419183017,2017-04-19 18:30:17,1283.8,1284.1,1283.5,1283.5
20170419183727,2017-04-19 18:37:27,1283.5,1283.8,1282.6,1282.7
20170419183811,2017-04-19 18:38:11,1282.6,1283.4,1282.5,1283.2
20170419184129,2017-04-19 18:41:29,1283.2,1284.2,1283.0,1283.8
20170419185012,2017-04-19 18:50:12,1283.8,1284.0,1283.3,1283.4
20170419190056,2017-04-19 19:00:56,1283.4,1284.1,1283.3,1284.1
20170419191344,2017-04-19 19:13:44,1284.1,1284.5,1283.9,1284.3
20170419192322,2017-04-19 19:23:22,1284.4,1284.7,1284.3,1284.6
20170419193136,2017-04-19 19:31:36,1284.6,1284.8,1284.4,1284.5
20170419194021,2017-04-19 19:40:21,1284.5,1285.3,1284.4,1285.2
20170419194840,2017-04-19 19:48:40,1285.2,1285.2,1284.7,1285.1
20170419195934,2017-04-19 19:59:34,1285.0,1285.3,1284.4,1284.5
20170419200712,2017-04-19 20:07:12,1284.5,1284.6,1284.1,1284.1
20170419201559,2017-04-19 20:15:59,1284.1,1284.5,1283.8,1283.9
20170419202303,2017-04-19 20:23:03,1283.9,1284.0,1283.5,1283.8
20170419202716,2017-04-19 20:27:16,1283.7,1284.6,1283.6,1284.4
20170419203630,2017-04-19 20:36:30,1284.4,1284.6,1283.9,1284.1
20170419205047,2017-04-19 20:50:47,1284.1,1284.1,1282.6,1282.8
20170419205232,2017-04-19 20:52:32,1282.9,1283.3,1282.8,1283.3
20170419205631,2017-04-19 20:56:31,1283.3,1284.2,1283.2,1284.1
20170419210051,2017-04-19 21:00:51,1284.2,1285.0,1283.9,1284.9
20170419210451,2017-04-19 21:04:51,1284.9,1285.4,1284.8,1285.4
20170419210656,2017-04-19 21:06:56,1285.4,1285.6,1284.9,1284.9
20170419211025,2017-04-19 21:10:25,1284.9,1285.4,1284.7,1285.3
20170419211548,2017-04-19 21:15:48,1285.3,1285.4,1284.8,1285.1
20170419212000,2017-04-19 21:20:00,1285.0,1285.1,1284.5,1285.0
20170419212220,2017-04-19 21:22:20,1285.0,1285.3,1284.6,1285.2
20170419212619,2017-04-19 21:26:19,1285.2,1285.9,1285.2,1285.8
20170419212736,2017-04-19 21:27:36,1285.9,1286.4,1285.7,1285.9
20170419212959,2017-04-19 21:29:59,1285.9,1286.2,1285.8,1285.8
20170419213226,2017-04-19 21:32:26,1285.8,1286.5,1285.7,1286.5
20170419213456,2017-04-19 21:34:56,1286.5,1286.8,1286.2,1286.3
20170419213704,2017-04-19 21:37:04,1286.3,1286.4,1285.9,1286.0
20170419214045,2017-04-19 21:40:45,1285.9,1286.4,1285.8,1286.0
20170419214546,2017-04-19 21:45:46,1286.0,1286.7,1285.9,1286.3
20170419215108,2017-04-19 21:51:08,1286.3,1286.8,1286.3,1286.7
20170419215804,2017-04-19 21:58:04,1286.7,1287.2,1286.6,1287.2
20170419215957,2017-04-19 21:59:57,1287.2,1287.4,1286.7,1287.0
20170419220021,2017-04-19 22:00:21,1287.0,1287.4,1286.8,1287.3
20170419220147,2017-04-19 22:01:47,1287.3,1287.8,1287.2,1287.5
20170419220254,2017-04-19 22:02:54,1287.5,1287.6,1286.6,1286.7
20170419220438,2017-04-19 22:04:38,1286.7,1287.0,1286.6,1286.6
20170419220855,2017-04-19 22:08:55,1286.6,1286.8,1286.2,1286.3
20170419221257,2017-04-19 22:12:57,1286.3,1286.5,1285.9,1285.9
